schema_version,requested_action,catalog_key,sense_key,record_revision,catalog_status,term,lemma,part_of_speech,level,category,definition_zh,accepted_answers_zh,prompt_en,prompt_zh,phonetic_ipa,example_en,example_zh,accepted_forms_en,synonyms_en,antonyms_en,enable_en_to_zh,distractor_zh_1,distractor_zh_2,distractor_zh_3,distractor_zh_4,distractor_zh_5,distractor_zh_6,enable_zh_to_en,distractor_en_1,distractor_en_2,distractor_en_3,distractor_en_4,distractor_en_5,distractor_en_6,source_reference,contributor_ref,change_note,retirement_reason
word-catalog-v1,CREATE_DRAFT,,,,,player,player,noun,A2,arts-culture-media,樂手,,,,,,,,,,TRUE,表演,聲音,舞者,節日,喜劇,小說,TRUE,comedy,dancer,artist,cinema,review,record,,,,
word-catalog-v1,CREATE_DRAFT,,,,,painter,painter,noun,A2,arts-culture-media,畫家,,,,,,,,,,TRUE,詩人,藝術,戲劇,銀幕,結尾,文化,TRUE,cartoon,culture,fantasy,theatre,concert,dancer,,,,
word-catalog-v1,CREATE_DRAFT,,,,,classical,classical,adjective,A2,arts-culture-media,古典的,,,,,,,,,,TRUE,大聲的,音樂的,相似的,全熟的,重要的,可怕的,TRUE,musical,loud,Norwegian,available,full-time,part-time,,,,
word-catalog-v1,CREATE_DRAFT,,,,,musical,musical,adjective,A2,arts-culture-media,音樂的,,,,,,,,,,TRUE,大聲的,古典的,野生的,自信的,瑞士的,偉大的,TRUE,loud,classical,special,unusual,certain,unhappy,,,,
word-catalog-v1,CREATE_DRAFT,,,,,opera,opera,noun,A2,arts-culture-media,歌劇,,,,,,,,,,TRUE,詩人,歌曲,藝術,表演,科幻,英雄,TRUE,novel,screen,horror,player,voice,award,,,,
word-catalog-v1,CREATE_DRAFT,,,,,loud,loud,adjective,A2,arts-culture-media,大聲的,,,,,,,,,,TRUE,音樂的,古典的,聰明的,寬鬆的,空閒的,安靜的,TRUE,musical,classical,bald,pale,hard,cute,,,,
word-catalog-v1,CREATE_DRAFT,,,,,loudly,loudly,adverb,A2,arts-culture-media,大聲地,,,,,,,,,,TRUE,大大地,慢慢地,在國外,確切地,容易地,無處,TRUE,almost,around,abroad,calmly,slowly,yearly,,,,
word-catalog-v1,CREATE_DRAFT,,,,,sing,sing,verb,A2,arts-culture-media,唱歌,,,,,,,,,,TRUE,表演,拍攝,跳舞,演奏,研究,接受,TRUE,work,play,dance,film,act,hit,,,,
word-catalog-v1,CREATE_DRAFT,,,,,play,play,verb,A2,arts-culture-media,演奏,,,,,,,,,,TRUE,拍攝,唱歌,跳舞,承諾,發音,減少,TRUE,sing,work,film,hit,dance,record,,,,
word-catalog-v1,CREATE_DRAFT,,,,,pop music,pop music,noun,A2,arts-culture-media,流行音樂,,,,,,,,,,TRUE,熱門作品,偵探故事,冒險故事,爵士樂,電影院,紀錄片,TRUE,celebrity,director,guitarist,Hollywood,character,painting,,,,
word-catalog-v1,CREATE_DRAFT,,,,,dance,dance,verb,A2,arts-culture-media,跳舞,,,,,,,,,,TRUE,表演,拍攝,唱歌,演奏,關閉,航行,TRUE,sing,film,play,record,work,act,,,,
word-catalog-v1,CREATE_DRAFT,,,,,grandparent,grandparent,noun,A2,people-family,祖父母,,,,,,,,,,TRUE,中間名,成員,奶奶,雙胞胎,婚禮,姓氏,TRUE,family name,middle name,granddaughter,background,neighbor,grandson,,,,
word-catalog-v1,CREATE_DRAFT,,,,,grandpa,grandpa,noun,A2,people-family,爺爺,,,,,,,,,,TRUE,姓氏,群組,奶奶,孩子,雙胞胎,孫女,TRUE,wedding,grandma,surname,neighbor,raise,group,,,,
word-catalog-v1,CREATE_DRAFT,,,,,grandma,grandma,noun,A2,people-family,奶奶,,,,,,,,,,TRUE,姓氏,一對,鄰居,孩子,孫子,爺爺,TRUE,wedding,surname,grandpa,couple,grandson,neighbor,,,,
word-catalog-v1,CREATE_DRAFT,,,,,granddaughter,granddaughter,noun,A2,people-family,孫女,,,,,,,,,,TRUE,奶奶,客人,鄰居,成員,孩子,群組,TRUE,middle name,grandparent,family name,background,grandson,neighbor,,,,
word-catalog-v1,CREATE_DRAFT,,,,,grandson,grandson,noun,A2,people-family,孫子,,,,,,,,,,TRUE,客人,孩子,成員,姓氏,背景,孫女,TRUE,neighbor,grandpa,grandma,couple,background,surname,,,,
word-catalog-v1,CREATE_DRAFT,,,,,group,group,noun,A2,people-family,群組,,,,,,,,,,TRUE,孩子,背景,孫女,姓氏,婚禮,客人,TRUE,couple,twin,guest,raise,member,wedding,,,,
word-catalog-v1,CREATE_DRAFT,,,,,guest,guest,noun,A2,people-family,客人,,,,,,,,,,TRUE,孩子,奶奶,婚禮,孫子,孫女,群組,TRUE,raise,group,couple,twin,kid,member,,,,
word-catalog-v1,CREATE_DRAFT,,,,,neighbor,neighbor,noun,A2,people-family,鄰居,,,,,,,,,,TRUE,姓氏,婚禮,孫子,客人,雙胞胎,爺爺,TRUE,grandma,wedding,grandson,grandpa,member,surname,,,,
word-catalog-v1,CREATE_DRAFT,,,,,surname,surname,noun,A2,people-family,姓氏,,,,,,,,,,TRUE,孫女,奶奶,群組,鄰居,雙胞胎,祖父母,TRUE,wedding,grandma,member,grandpa,grandson,neighbor,,,,
word-catalog-v1,CREATE_DRAFT,,,,,family name,family name,noun,A2,people-family,姓氏,,,,,,,,,,TRUE,群組,鄰居,爺爺,雙胞胎,孩子,成員,TRUE,middle name,background,grandparent,grandson,granddaughter,neighbor,,,,
word-catalog-v1,CREATE_DRAFT,,,,,background,background,noun,A2,people-family,背景,,,,,,,,,,TRUE,成員,孩子,客人,群組,孫子,鄰居,TRUE,middle name,family name,grandson,grandparent,grandma,wedding,,,,
word-catalog-v1,CREATE_DRAFT,,,,,couple,couple,noun,A2,people-family,一對,,,,,,,,,,TRUE,孫子,成員,婚禮,背景,爺爺,奶奶,TRUE,grandpa,group,raise,member,grandma,guest,,,,
word-catalog-v1,CREATE_DRAFT,,,,,twin,twin,noun,A2,people-family,雙胞胎,,,,,,,,,,TRUE,孩子,祖父母,客人,中間名,婚禮,一對,TRUE,group,raise,guest,kid,couple,member,,,,
word-catalog-v1,CREATE_DRAFT,,,,,kid,kid,noun,A2,people-family,孩子,,,,,,,,,,TRUE,客人,姓氏,孫子,群組,成員,孫女,TRUE,twin,guest,group,raise,member,wedding,,,,
word-catalog-v1,CREATE_DRAFT,,,,,member,member,noun,A2,people-family,成員,,,,,,,,,,TRUE,鄰居,群組,爺爺,一對,孫女,姓氏,TRUE,couple,grandpa,guest,group,raise,neighbor,,,,
word-catalog-v1,CREATE_DRAFT,,,,,date,date,verb,A2,people-family,約會,,,,,,,,,,TRUE,成長,關心,撫養,結婚,分手,抓住,TRUE,grow,care,raise,marry,break up,wait,,,,
word-catalog-v1,CREATE_DRAFT,,,,,care,care,verb,A2,people-family,關心,,,,,,,,,,TRUE,撫養,結婚,約會,成長,分手,消失,TRUE,date,marry,grow,raise,break up,lend,,,,
word-catalog-v1,CREATE_DRAFT,,,,,marry,marry,verb,A2,people-family,結婚,,,,,,,,,,TRUE,約會,撫養,成長,關心,分手,相信,TRUE,raise,care,grow,date,break up,hurry,,,,
word-catalog-v1,CREATE_DRAFT,,,,,break up,break up,phrasal_verb,A2,people-family,分手,,,,,They decided to break up last month.,他們上個月決定分手。,,,,TRUE,成長,約會,撫養,結婚,關心,處理,TRUE,grow,marry,raise,date,care,sign out,,,,
word-catalog-v1,CREATE_DRAFT,,,,,grow,grow,verb,A2,people-family,成長,,,,,,,,,,TRUE,結婚,關心,約會,撫養,分手,挑選,TRUE,date,care,marry,raise,break up,boil,,,,
word-catalog-v1,CREATE_DRAFT,,,,,wedding,wedding,noun,A2,people-family,婚禮,,,,,,,,,,TRUE,爺爺,孩子,客人,奶奶,群組,一對,TRUE,grandma,couple,grandpa,surname,grandson,member,,,,
word-catalog-v1,CREATE_DRAFT,,,,,raise,raise,verb,A2,people-family,撫養,,,,,They raised three children.,他們撫養了三名孩子。,,,,TRUE,結婚,約會,關心,成長,分手,增加,TRUE,care,marry,date,grow,break up,knock,,,,
word-catalog-v1,CREATE_DRAFT,,,,,middle name,middle name,noun,A2,people-family,中間名,,,,,,,,,,TRUE,雙胞胎,祖父母,成員,奶奶,婚禮,客人,TRUE,grandparent,family name,granddaughter,background,neighbor,grandson,,,,
word-catalog-v1,CREATE_DRAFT,,,,,menu,menu,noun,A2,food-drink,菜單,,,,,,,,,,TRUE,羊肉,麵條,味道,菠菜,多士,餡餅,TRUE,beef,rest,bean,lamb,pork,pea,,,,
word-catalog-v1,CREATE_DRAFT,,,,,order,order,noun,A2,food-drink,訂單,,,,,Your online order will arrive tomorrow.,你的網上訂單明天送到。,,,,TRUE,甜點,茄子,豌豆,蘑菇,豬肉,餡餅,TRUE,snack,steak,pasta,toast,sauce,vegan,,,,
word-catalog-v1,CREATE_DRAFT,,,,,pasta,pasta,noun,A2,food-drink,意粉,意大利麵,,,,,,,,,TRUE,羊肉,味道,薯片,剩菜,豆類,甜點,TRUE,toast,vegan,taste,order,sauce,bean,,,,
word-catalog-v1,CREATE_DRAFT,,,,,fast food,fast food,noun,A2,food-drink,快餐,,,,,,,,,,TRUE,味道,麵條,漢堡,芹菜,多士,意粉,TRUE,junk food,hamburger,omelette,broccoli,cookbook,vegetarian,,,,
word-catalog-v1,CREATE_DRAFT,,,,,hamburger,hamburger,noun,A2,food-drink,漢堡,,,,,,,,,,TRUE,多士,菜單,芹菜,味道,牛排,豌豆,TRUE,junk food,vegetarian,fast food,omelette,leftovers,hot dog,,,,
word-catalog-v1,CREATE_DRAFT,,,,,hot dog,hot dog,noun,A2,food-drink,熱狗,,,,,,,,,,TRUE,甜點,豌豆,麵條,豆類,薯條,豬肉,TRUE,grocery,cabbage,dessert,cookbook,broccoli,sausage,,,,
word-catalog-v1,CREATE_DRAFT,,,,,sausage,sausage,noun,A2,food-drink,香腸,,,,,,,,,,TRUE,牛排,菠菜,豬肉,茄子,味道,菜單,TRUE,grocery,cabbage,spinach,hot dog,flavour,dessert,,,,
word-catalog-v1,CREATE_DRAFT,,,,,pea,pea,noun,A2,food-drink,豌豆,,,,,,,,,,TRUE,牛排,菜單,快餐,薯片,香腸,豆類,TRUE,tip,pie,bean,pork,tuna,lamb,,,,
word-catalog-v1,CREATE_DRAFT,,,,,bean,bean,noun,A2,food-drink,豆類,豆|豆子,,,,,,,,,TRUE,漢堡,小費,剩菜,小食,香腸,訂單,TRUE,rest,lamb,beef,menu,order,pork,,,,
word-catalog-v1,CREATE_DRAFT,,,,,mushroom,mushroom,noun,A2,food-drink,蘑菇,,,,,,,,,,TRUE,薯片,甜點,菠菜,奄列,多士,芹菜,TRUE,eggplant,cookbook,leftovers,fast food,dessert,hamburger,,,,
word-catalog-v1,CREATE_DRAFT,,,,,noodle,noodle,noun,A2,food-drink,麵條,,,,,,,,,,TRUE,芹菜,牛肉,剩菜,訂單,餡餅,菠菜,TRUE,flavour,snack,steak,celery,toast,dessert,,,,
word-catalog-v1,CREATE_DRAFT,,,,,dessert,dessert,noun,A2,food-drink,甜點,,,,,,,,,,TRUE,牛肉,薯條,漢堡,剩菜,芹菜,小食,TRUE,spinach,sausage,hot dog,cabbage,grocery,celery,,,,
word-catalog-v1,CREATE_DRAFT,,,,,hot chocolate,hot chocolate,noun,A2,food-drink,熱巧克力,,,,,,,,,,TRUE,黑巧克力,素食者,不健康食品,食品雜貨,剩餘部分,吞拿魚,TRUE,dark chocolate,French fries,potato chip,coffee shop,leftovers,vegetarian,,,,
word-catalog-v1,CREATE_DRAFT,,,,,pie,pie,noun,A2,food-drink,餡餅,,,,,,,,,,TRUE,豆類,豬肉,薯條,熱狗,剩菜,芹菜,TRUE,pea,lamb,menu,tip,tuna,bean,,,,
word-catalog-v1,CREATE_DRAFT,,,,,sauce,sauce,noun,A2,food-drink,醬,,,,,,,,,,TRUE,奄列,小食,牛排,薯片,多士,豌豆,TRUE,toast,steak,taste,celery,snack,pasta,,,,
word-catalog-v1,CREATE_DRAFT,,,,,toast,toast,noun,A2,food-drink,多士,,,,,,,,,,TRUE,羊肉,香腸,快餐,芹菜,牛肉,餡餅,TRUE,vegan,sauce,order,beef,snack,steak,,,,
word-catalog-v1,CREATE_DRAFT,,,,,delicious,delicious,adjective,A2,food-drink,美味的,,,,,,,,,,TRUE,新鮮的,五分熟,辣的,甜的,酸的,三分熟,TRUE,well-done,bitter,watery,spicy,sweet,medium,,,,
word-catalog-v1,CREATE_DRAFT,,,,,flavour,flavour,noun,A2,food-drink,味道,,,,,,,flavor,,,TRUE,豆類,快餐,羊肉,小費,牛肉,牛排,TRUE,cabbage,grocery,spinach,hot dog,sausage,cookbook,,,,
word-catalog-v1,CREATE_DRAFT,,,,,fresh,fresh,adjective,A2,food-drink,新鮮的,,,,,,,,,,TRUE,五分熟,三分熟,辣的,美味的,全熟的,苦的,TRUE,sweet,bitter,medium,salty,spicy,sour,,,,
word-catalog-v1,CREATE_DRAFT,,,,,salty,salty,adjective,A2,food-drink,鹹的,,,,,,,,,,TRUE,辣的,新鮮的,酸的,三分熟,苦的,全熟的,TRUE,sweet,spicy,medium,rare,fresh,watery,,,,
word-catalog-v1,CREATE_DRAFT,,,,,sweet,sweet,adjective,A2,food-drink,甜的,,,,,,,,,,TRUE,鹹的,五分熟,苦的,辣的,酸的,全熟的,TRUE,salty,sour,fresh,spicy,watery,rare,,,,
word-catalog-v1,CREATE_DRAFT,,,,,junk food,junk food,noun,A2,food-drink,不健康食品,垃圾食物,,,,,,,,,TRUE,黑巧克力,純素食者,剩餘部分,熱巧克力,咖啡店,食品雜貨,TRUE,hamburger,leftovers,fast food,mushroom,vegetarian,grocery,,,,
word-catalog-v1,CREATE_DRAFT,,,,,potato chip,potato chip,noun,A2,food-drink,薯片,,,,,,,,,,TRUE,牛肉,香腸,蘑菇,快餐,甜點,小費,TRUE,coffee shop,vegetarian,fast food,French fries,hot chocolate,hamburger,,,,
word-catalog-v1,CREATE_DRAFT,,,,,French fries,French fries,noun,A2,food-drink,薯條,,,,,,,,,,TRUE,快餐,漢堡,蘑菇,茄子,豬肉,薯片,TRUE,potato chip,hot chocolate,coffee shop,vegetarian,dark chocolate,junk food,,,,
word-catalog-v1,CREATE_DRAFT,,,,,snack,snack,noun,A2,food-drink,小食,零食,,,,,,,,,TRUE,蘑菇,豌豆,多士,香腸,羊肉,菠菜,TRUE,order,taste,steak,pasta,vegan,rest,,,,
word-catalog-v1,CREATE_DRAFT,,,,,order,order,verb,A2,food-drink,點菜,,,,,We ordered noodles for lunch.,我們午餐點了麵條。,,,,TRUE,給小費,品嚐,供應,炸,收集,複製,TRUE,serve,taste,fry,tip,count,argue,,,,
word-catalog-v1,CREATE_DRAFT,,,,,serve,serve,verb,A2,food-drink,供應,,,,,,,,,,TRUE,點菜,炸,品嚐,給小費,引導,拯救,TRUE,taste,order,fry,tip,begin,focus,,,,
word-catalog-v1,CREATE_DRAFT,,,,,taste,taste,noun,A2,food-drink,味道,,,,,,,,,,TRUE,豆類,羊肉,甜點,菜單,薯片,豌豆,TRUE,order,pasta,noodle,snack,steak,menu,,,,
word-catalog-v1,CREATE_DRAFT,,,,,sour,sour,adjective,A2,food-drink,酸的,,,,,,,,,,TRUE,鹹的,辣的,甜的,美味的,三分熟,全熟的,TRUE,rare,salty,spicy,sweet,fresh,watery,,,,
word-catalog-v1,CREATE_DRAFT,,,,,fry,fry,verb,A2,food-drink,炸,,,,,,,,,,TRUE,品嚐,給小費,供應,點菜,笑,摘,TRUE,tip,serve,order,taste,die,act,,,,
word-catalog-v1,CREATE_DRAFT,,,,,dark chocolate,dark chocolate,noun,A2,food-drink,黑巧克力,,,,,,,,,,TRUE,熱巧克力,食品雜貨,純素食者,剩餘部分,不健康食品,西蘭花,TRUE,hot chocolate,potato chip,coffee shop,French fries,vegetarian,hamburger,,,,
word-catalog-v1,CREATE_DRAFT,,,,,coffee shop,coffee shop,noun,A2,food-drink,咖啡店,,,,,,,,,,TRUE,吞拿魚,西蘭花,烹飪書,薯片,蘑菇,香腸,TRUE,vegetarian,potato chip,junk food,hot chocolate,French fries,hamburger,,,,
word-catalog-v1,CREATE_DRAFT,,,,,health,health,noun,A2,body-health,健康,,,,,,,,,,TRUE,藥物,手腕,疼痛,牙痛,流感,肌肉,TRUE,effect,energy,injury,muscle,throat,virus,,,,
word-catalog-v1,CREATE_DRAFT,,,,,life,life,noun,A2,body-health,生活,,,,,,,,,,TRUE,病毒,睫毛,手掌,藥丸,耳痛,血液,TRUE,bone,cold,pain,test,pill,virus,,,,
word-catalog-v1,CREATE_DRAFT,,,,,death,death,noun,A2,body-health,死亡,,,,,,,,,,TRUE,能量,事故,頭骨,流感,心臟,皮膚,TRUE,skull,heart,brain,virus,fever,thigh,,,,
word-catalog-v1,CREATE_DRAFT,,,,,diet,diet,noun,A2,body-health,飲食,,,,,,,,,,TRUE,皮膚,生活,睫毛,耳痛,事故,藥物,TRUE,palm,ache,cold,test,pain,skin,,,,
word-catalog-v1,CREATE_DRAFT,,,,,energy,energy,noun,A2,body-health,能量,,,,,,,,,,TRUE,傷害,疼痛,血液,感冒,肌肉,頭骨,TRUE,health,throat,muscle,breath,sneeze,eyelash,,,,
word-catalog-v1,CREATE_DRAFT,,,,,habit,habit,noun,A2,body-health,習慣,,,,,,,,,,TRUE,噴嚏,影響,大腿,皮膚,頭骨,背痛,TRUE,cough,fever,virus,blood,pain,human,,,,
word-catalog-v1,CREATE_DRAFT,,,,,illness,illness,noun,A2,body-health,疾病,,,,,,,,sickness|disease,,TRUE,病人,胃痛,感冒,背痛,事故,生活,TRUE,eyelash,patient,headache,sneeze,effect,accident,,,,
word-catalog-v1,CREATE_DRAFT,,,,,disease,disease,noun,A2,body-health,疾病,,,,,,,,,,TRUE,預約,耳痛,死亡,事故,背痛,骨頭,TRUE,patient,eyelash,energy,breath,backbone,health,,,,
word-catalog-v1,CREATE_DRAFT,,,,,ache,ache,noun,A2,body-health,疼痛,,,,,,,,,,TRUE,生活,心臟,牙痛,耳痛,藥物,病人,TRUE,pill,heel,test,cold,life,heart,,,,
word-catalog-v1,CREATE_DRAFT,,,,,earache,earache,noun,A2,body-health,耳痛,,,,,,,,,,TRUE,皮膚,流感,肌肉,生活,睫毛,脊椎,TRUE,throat,energy,disease,shoulder,sneeze,illness,,,,
word-catalog-v1,CREATE_DRAFT,,,,,headache,headache,noun,A2,body-health,頭痛,,,,,,,,,,TRUE,耳痛,肌肉,病人,胸部,噴嚏,牙齦,TRUE,shoulder,backache,breathing,toothache,accident,disease,,,,
word-catalog-v1,CREATE_DRAFT,,,,,backache,backache,noun,A2,body-health,背痛,,,,,,,,,,TRUE,預約,耳痛,肌肉,習慣,健康,飲食,TRUE,headache,sickness,backbone,breathing,disease,shoulder,,,,
word-catalog-v1,CREATE_DRAFT,,,,,toothache,toothache,noun,A2,body-health,牙痛,,,,,,,,,,TRUE,噴嚏,肩膀,胃痛,喉嚨,疾病,呼吸,TRUE,sickness,shoulder,breathing,backache,headache,medication,,,,
word-catalog-v1,CREATE_DRAFT,,,,,flu,flu,noun,A2,body-health,流感,,,,,,,,,,TRUE,能量,手指,發燒,習慣,病人,腳跟,TRUE,hit,fat,gum,ache,diet,cold,,,,
word-catalog-v1,CREATE_DRAFT,,,,,virus,virus,noun,A2,body-health,病毒,,,,,,,,,,TRUE,肌肉,能量,死亡,藥物,骨頭,事故,TRUE,skull,heart,chest,thigh,elbow,death,,,,
word-catalog-v1,CREATE_DRAFT,,,,,effect,effect,noun,A2,body-health,影響,,,,,,,,,,TRUE,腳跟,事故,傷害,噴嚏,大腿,流感,TRUE,sneeze,health,energy,finger,injury,breath,,,,
word-catalog-v1,CREATE_DRAFT,,,,,fever,fever,noun,A2,body-health,發燒,,,,,,,,,,TRUE,感冒,胸部,脊椎,呼吸,影響,脂肪,TRUE,death,elbow,blood,wrist,chest,human,,,,
word-catalog-v1,CREATE_DRAFT,,,,,cough,cough,noun,A2,body-health,咳嗽聲,咳嗽,,,,I heard a cough from the next room.,我聽到隔壁房傳來咳嗽聲。,,,,TRUE,健康,發燒,背痛,噴嚏,肌肉,疼痛,TRUE,thigh,fever,brain,habit,virus,skull,,,,
word-catalog-v1,CREATE_DRAFT,,,,,sneeze,sneeze,noun,A2,body-health,噴嚏,,,,,,,,,,TRUE,睫毛,病毒,感冒,背痛,事故,習慣,TRUE,breath,throat,break,injury,earache,energy,,,,
word-catalog-v1,CREATE_DRAFT,,,,,cold,cold,noun,A2,body-health,感冒,,,,,He stayed home because he had a cold.,他因為感冒而留在家中。,,,,TRUE,心臟,牙齦,脂肪,耳痛,頭痛,呼吸,TRUE,diet,test,bone,heel,pill,thigh,,,,
word-catalog-v1,CREATE_DRAFT,,,,,sore throat,sore throat,noun,A2,body-health,喉嚨痛,,,,,,,,,,TRUE,脊椎,耳痛,肩膀,心臟,治療方法,流感,TRUE,stomachache,appointment,medication,breathing,toothache,backache,,,,
word-catalog-v1,CREATE_DRAFT,,,,,medication,medication,noun,A2,body-health,藥物,,,,,,,,,,TRUE,傷害,死亡,胸部,脊椎,感冒,疾病,TRUE,breathing,sore throat,toothache,headache,appointment,shoulder,,,,
word-catalog-v1,CREATE_DRAFT,,,,,pill,pill,noun,A2,body-health,藥丸,,,,,,,,,,TRUE,手掌,健康,預約,疾病,能量,心臟,TRUE,ache,test,life,skin,cure,bone,,,,
word-catalog-v1,CREATE_DRAFT,,,,,patient,patient,noun,A2,body-health,病人,,,,,,,,,,TRUE,噴嚏,飲食,生活,能量,死亡,手掌,TRUE,disease,illness,shoulder,finger,eyelash,earache,,,,
word-catalog-v1,CREATE_DRAFT,,,,,cure,cure,noun,A2,body-health,治療方法,,,,,,,,,,TRUE,咳嗽聲,脊椎,事故,噴嚏,手腕,睫毛,TRUE,palm,pill,diet,life,heel,test,,,,
word-catalog-v1,CREATE_DRAFT,,,,,live,live,verb,A2,body-health,生活,,,,,,,,,,TRUE,檢驗,咳嗽,傷害,折斷,檢查,求診,TRUE,hurt,see,break,test,hit,catch,,,,
word-catalog-v1,CREATE_DRAFT,,,,,die,die,verb,A2,body-health,死,,,,,,,,,,TRUE,求診,咳嗽,傷害,檢驗,折斷,撞,TRUE,test,see,live,hurt,hit,break,,,,
word-catalog-v1,CREATE_DRAFT,,,,,stomachache,stomachache,noun,A2,body-health,胃痛,,,,,,,,,,TRUE,影響,飲食,喉嚨,事故,胸部,疾病,TRUE,sore throat,medication,appointment,toothache,accident,backache,,,,
word-catalog-v1,CREATE_DRAFT,,,,,fishing,fishing,noun,A2,sports-leisure,釣魚,,,,,,,,,,TRUE,訓練,滑冰,滑雪,舞蹈,派對,棒球,TRUE,cricket,athlete,jogging,laundry,football,camping,,,,
word-catalog-v1,CREATE_DRAFT,,,,,fish,fish,verb,A2,sports-leisure,釣魚,,,,,,,,,,TRUE,結束,放鬆,慶祝,跳水,擊打,攀登,TRUE,kick,dive,race,relax,point,hike,,,,
word-catalog-v1,CREATE_DRAFT,,,,,walk,walk,noun,A2,sports-leisure,散步,,,,,,,,,,TRUE,野餐,慢跑,滑雪,粉絲,獎品,滑板,TRUE,camp,golf,game,tent,goal,rugby,,,,
word-catalog-v1,CREATE_DRAFT,,,,,yoga,yoga,noun,A2,sports-leisure,瑜伽,,,,,,,,,,TRUE,跳水,樂趣,衝浪,球員,球賽,散步,TRUE,game,golf,bath,walk,race,prize,,,,
word-catalog-v1,CREATE_DRAFT,,,,,ball game,ball game,noun,A2,sports-leisure,球賽,,,,,,,,,,TRUE,粉絲,棒球,訓練,散步,帳篷,滑雪,TRUE,card game,baseball,surfboard,campsite,ice skate,water park,,,,
word-catalog-v1,CREATE_DRAFT,,,,,card game,card game,noun,A2,sports-leisure,紙牌遊戲,,,,,,,,,,TRUE,單板滑雪,運動員,水上樂園,橄欖球,要洗的衣物,滑板運動,TRUE,ball game,skateboard,surfboard,football,campsite,exercise,,,,
word-catalog-v1,CREATE_DRAFT,,,,,table tennis,table tennis,noun,A2,sports-leisure,乒乓球,,,,,,,,,,TRUE,溜冰鞋,勝出者,滑雪板,橄欖球,落敗者,衝浪板,TRUE,snowboarding,field hockey,skateboarding,basketball,skateboard,competition,,,,
word-catalog-v1,CREATE_DRAFT,,,,,barbecue,barbecue,noun,A2,sports-leisure,燒烤,,,,,,,,,,TRUE,訓練,瑜伽,獎品,滑雪,分數,進球,TRUE,climbing,training,exercise,campsite,cleaning,football,,,,
word-catalog-v1,CREATE_DRAFT,,,,,camp,camp,noun,A2,sports-leisure,營地,,,,,,,,,,TRUE,釣魚,球員,清潔,球賽,帳篷,獎牌,TRUE,walk,goal,game,yoga,tent,bath,,,,
word-catalog-v1,CREATE_DRAFT,,,,,camping,camping,noun,A2,sports-leisure,露營,,,,,,,,,,TRUE,冰鞋,進球,慢跑,紀錄,分數,球賽,TRUE,cricket,jogging,cooking,skating,laundry,athlete,,,,
word-catalog-v1,CREATE_DRAFT,,,,,campsite,campsite,noun,A2,sports-leisure,露營地,,,,,,,,,,TRUE,溜冰鞋,高爾夫,橄欖球,乒乓球,舞蹈,教練,TRUE,baseball,barbecue,climbing,football,training,camping,,,,
word-catalog-v1,CREATE_DRAFT,,,,,party,party,noun,A2,sports-leisure,派對,,,,,,,,,,TRUE,比賽,教練,球賽,釣魚,洗澡,進球,TRUE,prize,coach,medal,bath,team,race,,,,
word-catalog-v1,CREATE_DRAFT,,,,,picnic,picnic,noun,A2,sports-leisure,野餐,,,,,,,,,,TRUE,燒烤,樂趣,冰鞋,攀巖,清潔,獎品,TRUE,skiing,record,winner,shower,diving,player,,,,
word-catalog-v1,CREATE_DRAFT,,,,,tent,tent,noun,A2,sports-leisure,帳篷,,,,,,,,,,TRUE,板球,瑜伽,散步,滑板,籃球,淋浴,TRUE,race,game,team,camp,point,net,,,,
word-catalog-v1,CREATE_DRAFT,,,,,shower,shower,noun,A2,sports-leisure,淋浴,,,,,,,,,,TRUE,瑜伽,攀巖,足球,衝浪,清潔,樂趣,TRUE,hockey,diving,skiing,cricket,jogging,party,,,,
word-catalog-v1,CREATE_DRAFT,,,,,bath,bath,noun,A2,sports-leisure,洗澡,,,,,,,,,,TRUE,訓練,瑜伽,滑板,釣魚,淋浴,烹飪,TRUE,golf,race,walk,goal,camp,team,,,,
word-catalog-v1,CREATE_DRAFT,,,,,laundry,laundry,noun,A2,sports-leisure,要洗的衣物,,,,,,,,,,TRUE,紙牌遊戲,勝出者,單板滑雪,滑板運動,運動員,溜冰鞋,TRUE,cricket,skating,surfing,cooking,fishing,jogging,,,,
word-catalog-v1,CREATE_DRAFT,,,,,bored,bored,adjective,A2,sports-leisure,無聊,,,,,,,,,,TRUE,疲倦的,令人享受的,感到高興的,令人驚訝的,電的,簡單,TRUE,tired,pleased,enjoyable,surprising,lucky,whole,,,,
word-catalog-v1,CREATE_DRAFT,,,,,surprising,surprising,adjective,A2,sports-leisure,令人驚訝的,,,,,,,,,,TRUE,令人享受的,感到高興的,疲倦的,無聊,令人興奮的,有吸引力的,TRUE,enjoyable,pleased,bored,tired,unfriendly,impossible,,,,
word-catalog-v1,CREATE_DRAFT,,,,,enjoyable,enjoyable,adjective,A2,sports-leisure,令人享受的,,,,,The school trip was enjoyable.,這次學校旅行令人享受。,,,,TRUE,令人驚訝的,感到高興的,疲倦的,無聊,水分過多的,有創造力的,TRUE,surprising,pleased,bored,tired,wonderful,available,,,,
word-catalog-v1,CREATE_DRAFT,,,,,pleased,pleased,adjective,A2,sports-leisure,感到高興的,,,,,I was pleased with my test result.,我對測驗成績感到高興。,,,,TRUE,令人享受的,令人驚訝的,無聊,疲倦的,有吸引力的,有創造力的,TRUE,bored,tired,enjoyable,surprising,careful,strange,,,,
